Date, Open, High, Low, Close, Volume
05/15/24, 483.34, 487.23, 482.735, 486.90, 4399485
05/14/24, 478.98, 481.47, 478.48, 481.04, 3257724
05/13/24, 480.35, 480.42, 477.73, 478.77, 3108442
05/10/24, 479.69, 480.39, 477.59, 478.74, 3347159
05/09/24, 475.59, 478.15, 474.94, 478.15, 3486049
05/08/24, 473.59, 475.86, 473.50, 475.42, 3214878
05/07/24, 475.70, 476.64, 474.71, 475.40, 3451302
05/06/24, 472.22, 474.81, 471.82, 474.72, 4782542
05/03/24, 469.76, 471.00, 467.4401, 469.98, 4586859
05/02/24, 463.36, 464.95, 459.16, 464.22, 3972424
05/01/24, 460.77, 467.07, 459.44, 459.93, 6115377
04/30/24, 467.42, 468.34, 461.36, 461.43, 4364836
04/29/24, 468.84, 469.42, 466.21, 468.84, 3253205
04/26/24, 465.33, 468.63, 464.81, 467.21, 4907113
04/25/24, 458.77, 463.46, 457.26, 462.58, 4876228
04/24/24, 465.57, 466.31, 462.44, 464.50, 7687837
04/23/24, 461.18, 465.13, 460.67, 464.84, 4257400
04/22/24, 457.55, 461.7299, 455.35, 459.05, 5818088
04/19/24, 458.99, 459.94, 453.90, 455.10, 9787454
04/18/24, 461.36, 463.30, 458.21, 458.94, 5637286
04/17/24, 465.11, 465.24, 458.73, 459.99, 7156229
04/16/24, 464.05, 465.51, 461.59, 462.78, 6761419
04/15/24, 473.47, 473.59, 462.85, 463.61, 9530044
04/12/24, 472.77, 474.05, 467.91, 469.57, 6959723
04/11/24, 473.98, 477.43, 470.67, 476.06, 5109901
04/10/24, 471.91, 474.39, 470.67, 472.65, 6933388
04/09/24, 478.38, 478.60, 472.74, 477.27, 5254191
04/08/24, 477.15, 478.07, 475.97, 476.68, 4736778
04/05/24, 472.85, 478.33, 472.42, 476.49, 5588160
04/04/24, 481.20, 481.48, 471.27, 471.48, 6871190
04/03/24, 475.84, 478.802, 475.79, 477.36, 6224812
04/02/24, 476.33, 476.99, 474.71, 476.93, 4817822
04/01/24, 481.44, 481.96, 478.83, 480.07, 5733960
03/28/24, 480.87, 482.1598, 480.5034, 480.70, 4065018
03/27/24, 479.51, 480.87, 477.45, 480.76, 4951429
03/26/24, 479.06, 479.37, 476.43, 476.60, 8073502
03/25/24, 477.73, 478.79, 477.55, 477.94, 6081277
03/22/24, 479.87, 480.32, 478.82, 479.18, 5881503
03/21/24, 482.62, 483.235, 481.21, 481.35, 5044680
03/20/24, 475.54, 480.02, 474.93, 479.75, 6179356
03/19/24, 472.20, 475.74, 471.29, 475.60, 4550248
03/18/24, 473.95, 475.279, 472.50, 472.95, 3939105
03/15/24, 470.41, 471.7814, 468.7201, 470.01, 6807087
03/14/24, 475.16, 475.325, 470.45, 473.27, 5152980
03/13/24, 475.31, 475.47, 472.90, 474.31, 3544526
03/12/24, 471.92, 475.55, 469.57, 475.03, 4811036
03/11/24, 469.20, 470.455, 467.39, 470.00, 5323866
03/08/24, 473.77, 476.2994, 469.82, 470.39, 6285625
03/07/24, 471.63, 474.19, 470.78, 473.26, 7149802
03/06/24, 469.25, 470.66, 467.3199, 468.62, 5325050
03/05/24, 468.95, 469.38, 464.06, 466.15, 4616503
03/04/24, 470.61, 472.60, 470.60, 470.87, 3970242
03/01/24, 467.83, 471.77, 467.43, 471.43, 4839421
02/29/24, 466.97, 468.49, 464.47, 466.93, 7332921
02/28/24, 464.49, 465.83, 464.11, 465.21, 2800602
02/27/24, 465.71, 466.12, 463.91, 465.93, 3586943
02/26/24, 467.19, 467.59, 464.94, 465.07, 3450804
02/23/24, 468.09, 468.87, 466.0907, 466.78, 4050621
02/22/24, 463.22, 467.33, 462.315, 466.57, 4328536
02/21/24, 455.32, 457.12, 453.60, 456.97, 4223078
02/20/24, 457.44, 458.06, 454.43, 456.51, 5306784
02/16/24, 461.08, 462.15, 458.40, 459.03, 5527893
02/15/24, 458.90, 461.54, 458.43, 461.39, 5695711
02/14/24, 456.575, 458.67, 454.40, 458.29, 5624009
02/13/24, 454.48, 455.70, 450.995, 453.97, 8152242
02/12/24, 460.61, 462.74, 459.75, 460.46, 4564233
02/09/24, 458.54, 461.03, 458.17, 460.67, 4002594
02/08/24, 457.81, 458.33, 457.03, 458.07, 4184592
02/07/24, 456.15, 458.18, 455.27, 457.76, 6763415
02/06/24, 453.58, 454.29, 452.21, 454.03, 4383601
02/05/24, 453.73, 454.15, 450.54, 452.62, 7101857
02/02/24, 450.01, 455.88, 449.69, 454.28, 6253482
02/01/24, 445.35, 449.66, 444.6502, 449.66, 6138360
01/31/24, 449.04, 449.465, 443.75, 443.82, 7108043
01/30/24, 450.84, 451.81, 450.44, 451.17, 3409953
01/29/24, 448.23, 451.6098, 447.7112, 451.49, 4543252
01/26/24, 448.10, 449.51, 447.16, 448.23, 6404023
01/25/24, 448.14, 448.76, 446.11, 448.50, 4167055
01/24/24, 448.32, 449.1896, 445.75, 445.99, 4568204
01/23/24, 444.83, 445.82, 443.78, 445.62, 3251586
01/22/24, 444.77, 445.92, 443.68, 444.30, 5870412
01/19/24, 439.00, 443.61, 438.31, 443.29, 4836802
01/18/24, 435.58, 438.39, 434.16, 437.93, 4331285
01/17/24, 433.60, 434.48, 431.81, 434.07, 6044611
01/16/24, 436.79, 437.98, 434.74, 436.50, 5730839
01/12/24, 439.11, 439.80, 436.73, 437.99, 5182669
01/11/24, 438.94, 439.355, 434.00, 437.79, 4796587
01/10/24, 435.77, 438.735, 435.48, 437.94, 4278841
01/09/24, 433.62, 436.43, 433.1633, 435.07, 7939567
01/08/24, 430.45, 436.27, 430.37, 436.13, 7222362
01/05/24, 429.59, 432.30, 428.64, 429.98, 5724608
01/04/24, 430.33, 432.78, 429.21, 429.43, 3945259
01/03/24, 432.32, 433.00, 430.25, 430.79, 4805049
01/02/24, 433.91, 435.27, 432.36, 434.01, 9076041
12/29/23, 437.87, 438.34, 434.94, 436.80, 4376885
12/28/23, 438.25, 438.84, 437.66, 437.97, 4703655
12/27/23, 436.895, 438.02, 436.42, 437.90, 4271009
12/26/23, 435.666, 437.92, 435.58, 437.10, 3835837
12/22/23, 435.46, 436.838, 433.48, 435.29, 4037829
12/21/23, 433.13, 434.64, 430.8552, 434.28, 4621606
12/20/23, 435.51, 437.305, 429.90, 430.09, 5783234
12/19/23, 436.04, 438.22, 435.95, 438.19, 4061508
12/18/23, 434.64, 436.40, 434.45, 435.54, 4280475
12/15/23, 433.19, 434.25, 432.24, 433.09, 5326041
12/14/23, 434.22, 435.3642, 431.24, 433.75, 8349143
12/13/23, 426.88, 432.61, 426.51, 432.48, 8659116
12/12/23, 424.22, 426.67, 423.2739, 426.67, 5982557
12/11/23, 422.41, 424.71, 422.22, 424.56, 5247086
12/08/23, 420.37, 423.37, 420.15, 422.92, 5125278
12/07/23, 419.81, 421.67, 419.28, 421.13, 3248251
12/06/23, 421.61, 421.67, 417.46, 417.86, 4201801
12/05/23, 418.34, 420.47, 418.00, 419.61, 3419283
12/04/23, 418.65, 419.87, 417.50, 419.74, 5806079
12/01/23, 418.83, 422.37, 418.25, 421.86, 4973625
11/30/23, 418.54, 419.70, 416.57, 419.40, 4405690
11/29/23, 420.059, 421.12, 417.365, 417.78, 4092618
11/28/23, 417.25, 419.25, 416.71, 418.05, 3382442
11/27/23, 417.79, 418.5273, 417.23, 417.64, 3632552
11/24/23, 418.19, 418.49, 417.84, 418.37, 1351272
11/22/23, 418.07, 419.31, 417.06, 418.14, 3694064
11/21/23, 416.40, 416.84, 415.30, 416.34, 5248187
11/20/23, 413.99, 418.20, 413.9799, 417.43, 3524412
11/17/23, 413.94, 414.79, 412.87, 414.31, 4700139
11/16/23, 412.74, 413.95, 411.75, 413.70, 3798889
11/15/23, 413.54, 414.72, 412.37, 413.12, 4414807
11/14/23, 410.04, 413.51, 409.8856, 412.22, 6973115
11/13/23, 403.59, 405.49, 402.82, 404.45, 2872941
11/10/23, 400.59, 405.109, 399.14, 404.86, 3994439
11/09/23, 402.81, 402.88, 398.21, 398.64, 4145615
11/08/23, 401.99, 402.5026, 399.56, 401.67, 3731858
11/07/23, 400.26, 402.04, 399.23, 401.34, 3358578
11/06/23, 400.12, 400.733, 398.46, 400.21, 4007105
11/03/23, 397.92, 400.85, 397.84, 399.44, 5981435
11/02/23, 391.93, 395.9096, 391.92, 395.78, 4752164
11/01/23, 385.09, 389.08, 384.62, 388.40, 5549159
10/31/23, 382.35, 384.48, 380.56, 384.17, 4523160
10/30/23, 379.91, 382.80, 378.71, 381.86, 5795761
10/27/23, 380.53, 380.89, 375.945, 377.32, 5638752
10/26/23, 382.63, 383.3971, 378.15, 379.00, 6959401
10/25/23, 387.60, 387.68, 383.12, 383.71, 5471214
10/24/23, 388.28, 390.26, 386.55, 389.20, 4451513
10/23/23, 385.48, 389.94, 383.85, 386.31, 5537131
10/20/23, 391.38, 391.82, 386.84, 386.99, 7549614
10/19/23, 395.97, 397.60, 391.135, 391.87, 6708903
10/18/23, 398.89, 399.81, 394.22, 395.22, 7329261
10/17/23, 397.63, 402.50, 397.3075, 400.58, 4214609
10/16/23, 398.57, 401.60, 398.34, 400.57, 5150941
10/13/23, 399.81, 400.96, 394.96, 396.42, 3772219
10/12/23, 401.48, 401.80, 396.20, 398.52, 3872929
10/11/23, 400.27, 401.09, 397.99, 400.93, 4181784
10/10/23, 397.77, 401.68, 397.3875, 399.24, 3289640
10/09/23, 392.80, 397.69, 392.31, 397.19, 2959502
10/06/23, 387.69, 396.085, 386.4104, 394.56, 4897219
10/05/23, 389.89, 390.7889, 386.95, 389.91, 3329091
10/04/23, 387.73, 390.85, 386.40, 390.24, 4333740
10/03/23, 390.58, 391.93, 386.03, 387.39, 6886663
10/02/23, 391.90, 393.7599, 389.97, 392.67, 5886153
09/29/23, 396.62, 396.74, 391.30, 392.70, 5766585
09/28/23, 390.87, 395.27, 390.33, 393.64, 4065775
09/27/23, 393.84, 394.39, 389.45, 392.85, 4837698
09/26/23, 395.72, 396.36, 391.96, 392.76, 5734734
09/25/23, 395.76, 398.6392, 395.37, 398.61, 3227900
09/22/23, 398.795, 400.326, 396.555, 396.96, 7206528
09/21/23, 401.80, 402.05, 397.69, 397.92, 4633139
09/20/23, 409.46, 409.84, 404.33, 404.55, 4009415
09/19/23, 408.22, 408.805, 405.71, 408.37, 3629773
09/18/23, 408.58, 410.34, 408.16, 409.19, 3014571
09/15/23, 412.34, 412.67, 408.48, 408.74, 4004030
09/14/23, 412.67, 414.51, 411.42, 413.90, 3660901
09/13/23, 410.03, 411.40, 408.99, 410.35, 2529748
09/12/23, 410.70, 412.15, 409.29, 409.87, 7595296
09/11/23, 411.88, 412.38, 410.29, 412.08, 3346563
09/08/23, 408.82, 410.84, 408.49, 409.39, 4125223
09/07/23, 407.17, 409.43, 406.855, 408.83, 2245759
09/06/23, 412.10, 412.13, 407.83, 410.05, 3744068
09/05/23, 414.20, 414.47, 412.77, 412.90, 4426687
09/01/23, 416.46, 416.88, 413.21, 414.71, 3587971
08/31/23, 414.982, 416.12, 413.66, 413.83, 4751131
08/30/23, 413.03, 415.0292, 412.40, 414.36, 3004516
08/29/23, 406.78, 412.98, 406.57, 412.64, 3482664
08/28/23, 406.36, 407.44, 405.10, 406.86, 3236711
08/25/23, 403.08, 405.80, 399.71, 404.20, 4417835
08/24/23, 408.60, 409.079, 401.40, 401.54, 3458791
08/23/23, 403.56, 407.67, 403.47, 406.95, 3249964
08/22/23, 405.35, 405.40, 402.06, 402.61, 2648051
08/21/23, 402.14, 404.39, 399.99, 403.74, 3292434
08/18/23, 398.17, 402.02, 397.85, 401.09, 4157667
08/17/23, 405.33, 405.58, 400.37, 400.72, 7102504
08/16/23, 406.59, 408.11, 403.87, 403.99, 3353653
08/15/23, 410.09, 411.7125, 406.41, 407.00, 4686119
08/14/23, 408.56, 411.74, 408.31, 411.72, 2772912
08/11/23, 407.95, 410.41, 407.34, 409.41, 2918862
08/10/23, 411.80, 415.05, 408.62, 409.79, 4588326
08/09/23, 412.66, 412.73, 408.85, 409.55, 3145934
08/08/23, 411.76, 412.74, 409.125, 412.29, 3780086
08/07/23, 412.29, 414.24, 411.64, 414.08, 2597977
08/04/23, 414.15, 416.1285, 410.03, 410.38, 5717266
08/03/23, 411.68, 414.19, 411.09, 412.40, 3028199
08/02/23, 416.46, 416.70, 412.88, 413.57, 4979068
08/01/23, 419.26, 420.08, 418.55, 419.38, 3137275
07/31/23, 420.32, 420.97, 419.05, 420.68, 3454537
07/28/23, 418.93, 420.62, 418.16, 419.87, 2702729
07/27/23, 421.79, 422.15, 414.92, 415.82, 4149443
07/26/23, 417.62, 419.89, 416.58, 418.66, 6138837
07/25/23, 417.08, 419.65, 417.0674, 418.56, 3949308
07/24/23, 416.58, 418.10, 416.015, 417.33, 3471126
07/21/23, 417.11, 417.30, 415.48, 415.57, 3176713
07/20/23, 417.30, 418.16, 414.82, 415.52, 4084997
07/19/23, 418.07, 419.37, 417.49, 418.25, 3494916
07/18/23, 413.91, 417.93, 413.54, 417.35, 3597284
07/17/23, 412.65, 415.2495, 412.63, 414.21, 2968267
07/14/23, 413.94, 414.71, 412.08, 412.77, 3680945
07/13/23, 411.54, 413.81, 411.13, 413.10, 3273427
07/12/23, 410.19, 411.13, 408.79, 409.76, 4246359
07/11/23, 404.77, 407.00, 403.77, 406.56, 3181871
07/10/23, 402.63, 404.11, 402.06, 403.97, 3362277
07/07/23, 403.03, 406.679, 402.71, 402.89, 3673249
07/06/23, 403.78, 404.35, 401.56, 403.83, 6040271
07/05/23, 406.01, 407.84, 406.01, 407.15, 4234124
07/03/23, 406.92, 408.06, 406.68, 408.06, 2372019
06/30/23, 405.40, 408.22, 405.29, 407.28, 5173692
06/29/23, 400.60, 402.67, 400.19, 402.51, 3914849
06/28/23, 401.35, 403.485, 400.71, 402.55, 4320672
06/27/23, 398.80, 402.93, 398.39, 402.37, 4302361
06/26/23, 399.04, 400.86, 397.73, 397.96, 3250700
06/23/23, 399.33, 401.28, 398.93, 399.61, 4215307
06/22/23, 400.28, 402.72, 399.95, 402.63, 3141021
06/21/23, 402.31, 403.06, 400.67, 401.17, 3423543
06/20/23, 403.49, 404.32, 401.26, 403.38, 4246881
06/16/23, 408.69, 408.76, 404.89, 405.25, 5141885
06/15/23, 401.00, 407.93, 400.89, 406.75, 5284984
06/14/23, 401.61, 403.436, 398.46, 401.60, 5161278
06/13/23, 400.019, 401.85, 399.40, 401.29, 3913085
06/12/23, 395.98, 398.685, 395.30, 398.66, 3797245
06/09/23, 395.05, 396.93, 394.08, 395.03, 3062868
06/08/23, 391.96, 394.73, 391.29, 394.37, 3460351
06/07/23, 393.67, 394.76, 391.54, 392.02, 3942893
06/06/23, 392.05, 393.79, 391.41, 393.31, 2894663
06/05/23, 393.54, 394.77, 391.79, 392.50, 4011778
06/02/23, 390.08, 393.96, 389.54, 393.26, 7368902
06/01/23, 384.20, 388.57, 382.97, 387.57, 3563555
05/31/23, 384.31, 385.16, 382.42, 383.89, 4205348
05/30/23, 387.76, 388.26, 384.76, 385.99, 3968451
05/26/23, 381.64, 386.57, 381.535, 385.87, 3042792
05/25/23, 380.99, 382.28, 378.92, 380.92, 3315872
05/24/23, 378.91, 379.25, 376.57, 377.63, 3611592
05/23/23, 383.19, 384.11, 380.08, 380.48, 2887264
05/22/23, 384.66, 386.23, 383.47, 384.78, 2784012
05/19/23, 386.02, 386.54, 383.44, 384.57, 3649043
05/18/23, 381.26, 385.57, 381.00, 385.18, 3340620
05/17/23, 378.85, 382.09, 377.28, 381.45, 3222645
05/16/23, 378.39, 379.28, 376.91, 376.95, 2277616
05/15/23, 378.74, 379.84, 376.91, 379.46, 3882561
05/12/23, 379.85, 380.01, 375.835, 378.15, 2531015
05/11/23, 378.47, 378.88, 376.67, 378.66, 2676622
05/10/23, 380.28, 380.83, 375.64, 379.19, 3512947
05/09/23, 377.71, 378.58, 377.33, 377.54, 2271049
05/08/23, 379.41, 379.62, 377.88, 379.18, 2957618
05/05/23, 375.74, 380.09, 375.43, 378.97, 3139394
05/04/23, 373.84, 374.11, 370.92, 372.14, 4421484
05/03/23, 377.91, 380.20, 374.60, 374.88, 5513039
05/02/23, 381.06, 381.11, 374.67, 377.51, 4311590
05/01/23, 381.73, 383.64, 381.52, 381.79, 3069297
04/28/23, 378.04, 382.12, 378.00, 382.05, 3386907
04/27/23, 373.89, 379.13, 373.67, 378.81, 4302377
04/26/23, 373.66, 374.68, 370.98, 371.44, 3766896
04/25/23, 377.18, 377.70, 373.02, 373.10, 3795428
04/24/23, 378.48, 379.47, 377.23, 379.09, 2310373
04/21/23, 378.68, 379.10, 376.82, 378.59, 2762306
04/20/23, 377.78, 380.07, 376.94, 378.37, 2953173
04/19/23, 378.73, 381.33, 378.67, 380.52, 2671311
04/18/23, 381.84, 381.915, 379.24, 380.54, 3019268
04/17/23, 378.84, 380.32, 377.68, 380.28, 2721004
04/14/23, 379.27, 381.33, 376.72, 378.99, 2981653
04/13/23, 375.91, 380.17, 375.4448, 379.77, 2680870
04/12/23, 378.40, 378.62, 374.32, 374.91, 3624173
04/11/23, 376.90, 377.76, 375.69, 376.41, 3069001
04/10/23, 373.55, 376.39, 372.96, 376.36, 2671117
04/06/23, 373.67, 376.185, 372.72, 375.95, 3076223
04/05/23, 374.71, 375.42, 372.89, 374.52, 3227735
04/04/23, 378.19, 378.40, 374.13, 375.43, 2713278
04/03/23, 375.60, 377.91, 375.22, 377.56, 3525296
03/31/23, 371.78, 376.34, 371.65, 376.07, 4159844
03/30/23, 371.23, 371.48, 369.102, 370.89, 3316742
03/29/23, 367.40, 368.94, 366.29, 368.69, 3636069
03/28/23, 363.54, 364.20, 361.682, 363.52, 2413653
03/27/23, 365.725, 366.43, 363.40, 364.16, 4144795
03/24/23, 359.98, 363.63, 357.72, 363.56, 3740941
03/23/23, 364.48, 368.286, 360.12, 362.64, 4787193
03/22/23, 367.78, 371.219, 361.66, 361.78, 4094840
03/21/23, 366.42, 368.41, 364.88, 367.88, 4117629
03/20/23, 360.47, 363.58, 359.82, 363.13, 3099753
03/17/23, 362.76, 363.79, 358.4201, 359.88, 5189907
03/16/23, 355.54, 364.26, 354.99, 363.86, 5049842
03/15/23, 354.46, 357.88, 352.565, 357.74, 6610393
03/14/23, 358.88, 361.51, 355.63, 359.96, 4798811
03/13/23, 350.76, 358.67, 349.76, 354.08, 6478693
03/10/23, 359.33, 361.24, 353.14, 354.68, 8360402
03/09/23, 367.35, 368.88, 358.85, 359.84, 4409629
03/08/23, 366.11, 367.2987, 364.44, 366.55, 2906258
03/07/23, 371.63, 371.89, 365.385, 365.98, 3546141
03/06/23, 372.26, 374.44, 371.30, 371.73, 2638325
03/03/23, 367.29, 371.67, 366.70, 371.28, 4913599
03/02/23, 360.81, 366.36, 360.53, 365.49, 2730814
03/01/23, 363.34, 364.51, 361.45, 362.78, 3764724
02/28/23, 365.01, 366.86, 364.05, 364.11, 3022200
02/27/23, 367.49, 368.77, 364.5936, 365.49, 3300148
02/24/23, 363.31, 365.03, 361.73, 364.23, 4055007
02/23/23, 369.07, 369.57, 364.13, 368.17, 2867193
02/22/23, 367.18, 368.60, 364.84, 366.33, 3872004
02/21/23, 370.40, 371.335, 366.48, 366.79, 3109176
02/17/23, 373.179, 374.45, 371.32, 374.22, 3285327
02/16/23, 375.66, 379.43, 375.09, 375.19, 3077501
02/15/23, 377.15, 380.53, 376.33, 380.48, 2831621
02/14/23, 377.96, 381.42, 375.45, 379.21, 4718037
02/13/23, 375.649, 379.44, 375.20, 379.35, 2980600
02/10/23, 373.00, 375.39, 372.20, 375.02, 3256705
02/09/23, 380.97, 381.00, 372.9486, 374.11, 3327715
02/08/23, 379.69, 380.93, 376.73, 377.34, 2921503
02/07/23, 375.79, 382.7468, 374.62, 381.52, 4504633
02/06/23, 376.575, 377.93, 375.02, 376.66, 2880098
02/03/23, 378.23, 383.20, 377.79, 378.85, 6472509
02/02/23, 381.25, 384.41, 379.40, 382.94, 5207926
02/01/23, 372.44, 380.16, 369.76, 377.53, 4941692
01/31/23, 368.61, 373.54, 368.33, 373.44, 4181686
01/30/23, 370.15, 372.29, 367.86, 368.21, 3280594
01/27/23, 370.89, 375.08, 370.76, 372.87, 5549522
01/26/23, 370.46, 372.06, 367.61, 371.81, 3460934
01/25/23, 363.78, 368.16, 361.66, 367.88, 3061683
01/24/23, 366.57, 368.61, 365.42, 367.75, 2702380
01/23/23, 364.51, 370.00, 363.65, 368.14, 3243283
01/20/23, 358.45, 363.91, 356.88, 363.71, 3265062
01/19/23, 357.76, 359.355, 355.85, 357.14, 3514877
01/18/23, 366.67, 367.66, 359.58, 359.73, 3931803
01/17/23, 366.19, 367.72, 364.87, 365.67, 4942003
01/13/23, 361.6807, 366.7297, 361.47, 366.23, 3015160
01/12/23, 364.48, 366.15, 360.60, 364.81, 4743460
01/11/23, 360.41, 363.51, 359.66, 363.45, 5710532
01/10/23, 355.84, 358.95, 354.96, 358.87, 3495719
01/09/23, 358.73, 361.73, 356.2214, 356.33, 3775322
01/06/23, 351.59, 357.67, 348.7399, 356.59, 3464777
01/05/23, 350.73, 350.80, 348.06, 348.66, 3216538
01/04/23, 352.10, 354.5635, 349.20, 352.51, 3119087
01/03/23, 353.181, 355.0423, 347.19, 349.99, 4957334
12/30/22, 349.79, 351.49, 347.7635, 351.34, 5325447
12/29/22, 348.91, 353.125, 348.47, 352.31, 4086575
12/28/22, 350.42, 352.20, 345.90, 346.17, 4464644
12/27/22, 351.76, 352.04, 348.85, 350.47, 4303215
12/23/22, 348.93, 351.9479, 347.35, 351.87, 4571981
12/22/22, 351.98, 352.25, 344.34, 349.91, 6462233
12/21/22, 352.20, 355.9516, 351.70, 354.90, 3832448
12/20/22, 348.45, 351.165, 347.208, 349.67, 5068210
12/19/22, 354.13, 354.34, 349.25, 350.81, 5538489
12/16/22, 355.649, 356.83, 351.79, 353.86, 4533074
12/15/22, 362.47, 363.24, 356.46, 358.13, 5126752
12/14/22, 369.10, 372.80, 364.25, 367.16, 4707115
12/13/22, 377.11, 377.19, 366.801, 369.39, 6161825
12/12/22, 362.28, 366.68, 361.58, 366.68, 2946216
12/09/22, 363.00, 365.4402, 361.3403, 361.52, 4271355
12/08/22, 363.13, 365.15, 361.60, 364.18, 3604516
12/07/22, 361.05, 363.61, 360.31, 361.33, 3337977
12/06/22, 367.09, 367.61, 359.931, 362.03, 3911040
12/05/22, 371.28, 372.19, 365.99, 367.34, 3706993
12/02/22, 369.66, 374.88, 369.66, 374.00, 3595984
12/01/22, 375.87, 377.00, 372.05, 374.54, 4608628
11/30/22, 363.45, 374.59, 361.65, 374.49, 4748832
11/29/22, 363.93, 365.18, 361.48, 363.31, 2507770
11/28/22, 366.86, 368.38, 363.15, 363.95, 3557001
11/25/22, 369.39, 370.34, 369.06, 369.80, 1423444
11/23/22, 367.21, 370.3599, 367.0225, 369.84, 2590859
11/22/22, 364.51, 367.68, 363.21, 367.54, 2315964
11/21/22, 362.77, 363.7386, 360.87, 362.71, 2397875
11/18/22, 365.46, 365.59, 361.23, 363.99, 2574370
11/17/22, 358.80, 362.99, 358.565, 362.39, 3284424
11/16/22, 364.70, 365.52, 362.85, 363.44, 2755123
11/15/22, 368.65, 369.742, 362.59, 366.22, 4597800
11/14/22, 364.57, 367.79, 362.89, 363.22, 5274312
11/11/22, 363.69, 367.02, 361.74, 366.16, 4877385
11/10/22, 356.52, 363.01, 354.41, 362.69, 4603632
11/09/22, 349.08, 350.22, 343.3581, 343.87, 3570793
11/08/22, 350.21, 353.87, 347.08, 351.04, 3237196
11/07/22, 347.06, 349.71, 345.10, 349.14, 3316597
11/04/22, 346.41, 348.02, 340.00, 345.82, 3655444
11/03/22, 341.34, 343.81, 338.90, 340.83, 4534774
11/02/22, 352.78, 357.125, 344.41, 344.50, 5022535
11/01/22, 358.53, 358.765, 352.29, 353.52, 8014279
10/31/22, 355.16, 356.92, 354.05, 354.95, 6430961
10/28/22, 349.04, 357.98, 348.95, 357.38, 4388078
10/27/22, 352.05, 353.79, 348.595, 349.23, 4145263
10/26/22, 350.70, 356.17, 350.44, 351.11, 4277708
10/25/22, 348.05, 354.03, 348.03, 353.75, 5203396
10/24/22, 345.45, 349.23, 342.87, 348.09, 5639417
10/21/22, 335.50, 344.3905, 334.13, 343.90, 4362430
10/20/22, 338.17, 342.42, 335.05, 335.83, 3459059
10/19/22, 339.04, 341.67, 335.90, 338.61, 4403233
10/18/22, 344.68, 345.00, 337.765, 340.97, 4903278
10/17/22, 334.57, 338.10, 334.46, 337.00, 3889516
10/14/22, 338.62, 340.19, 328.025, 328.65, 4883998
10/13/22, 320.84, 337.675, 319.87, 336.22, 6396891
10/12/22, 329.15, 330.58, 327.44, 327.64, 3235062
10/11/22, 329.20, 333.56, 326.85, 328.66, 4968108
10/10/22, 334.47, 334.67, 328.66, 330.84, 3933860
10/07/22, 339.08, 339.34, 331.65, 333.33, 5168076
10/06/22, 345.18, 347.98, 342.49, 342.96, 3879612
10/05/22, 343.12, 348.64, 340.86, 346.61, 4755772
10/04/22, 342.14, 347.33, 342.13, 347.21, 5109957
10/03/22, 331.79, 338.66, 330.10, 336.98, 5738997
09/30/22, 332.57, 336.19, 328.12, 328.30, 7736631
09/29/22, 337.15, 337.30, 330.53, 333.38, 7230121
09/28/22, 334.80, 342.10, 333.18, 340.48, 8683949
09/27/22, 339.79, 341.84, 333.08, 335.39, 5795659
09/26/22, 338.23, 341.66, 335.07, 336.34, 5405686
09/23/22, 342.08, 342.08, 335.31, 339.63, 10491490
09/22/22, 347.55, 348.54, 344.67, 345.37, 5555622
09/21/22, 356.38, 359.30, 348.31, 348.31, 5102402
09/20/22, 355.38, 356.38, 351.8332, 354.55, 3623962
09/19/22, 352.80, 358.59, 352.75, 358.59, 3412645
09/16/22, 354.56, 356.48, 352.69, 355.86, 4452268
09/15/22, 361.16, 363.97, 357.40, 358.68, 3807460
09/14/22, 362.58, 364.17, 359.53, 362.73, 3555510
09/13/22, 369.34, 370.53, 360.2801, 361.38, 5549174
09/12/22, 375.82, 378.51, 375.51, 377.86, 2961354
09/09/22, 370.24, 374.61, 369.98, 373.75, 2621561
09/08/22, 363.375, 368.48, 362.27, 368.07, 3692037
09/07/22, 358.86, 366.375, 358.6904, 365.68, 4136951
09/06/22, 361.36, 362.28, 357.00, 359.24, 5680313
09/02/22, 367.95, 369.13, 358.78, 360.45, 4544223
09/01/22, 361.10, 364.70, 358.51, 364.27, 6126838
08/31/22, 367.61, 368.79, 363.11, 363.15, 4062539
08/30/22, 371.30, 371.445, 364.02, 366.03, 5044536
08/29/22, 369.77, 373.05, 368.78, 370.05, 4953159
08/26/22, 385.55, 386.05, 372.51, 372.51, 5153160
08/25/22, 381.76, 385.73, 380.70, 385.73, 2631290
08/24/22, 378.90, 381.58, 378.18, 380.19, 2241245
08/23/22, 379.56, 381.87, 378.5233, 379.04, 2869184
08/22/22, 383.43, 383.54, 379.09, 379.94, 4153718
08/19/22, 390.70, 390.95, 387.25, 388.12, 2899030
08/18/22, 392.42, 394.02, 391.17, 393.55, 3258081
08/17/22, 391.56, 394.85, 390.2931, 392.34, 3222325
08/16/22, 393.24, 396.89, 392.44, 395.04, 3864849
08/15/22, 390.49, 394.76, 390.46, 394.35, 3203933
08/12/22, 387.95, 392.72, 387.09, 392.67, 3664357
08/11/22, 388.87, 390.65, 385.40, 386.06, 3575370
08/10/22, 384.99, 386.23, 383.10, 386.06, 3650992
08/09/22, 379.02, 379.41, 377.10, 378.14, 2360524
08/08/22, 381.78, 383.9068, 378.57, 379.64, 3455348
08/05/22, 376.65, 380.70, 376.54, 379.98, 2852090
08/04/22, 380.88, 381.53, 379.19, 380.77, 3410631
08/03/22, 377.19, 382.10, 376.91, 381.07, 3854779
